"individual_id","dataset_identifier","data_owner","contact_email","file_name","device_id","device_type","year","month","day","time","time_zone","deployment_site","deployment_decimal_latitude","deployment_decimal_longitude","sex","how_sexed","age_class","genotyped","age.","progesterone","If.yes..status","comments","meta_source","breeding_stock","region"
"88738","AMMC","Virginia Andrews-Goff, Mike Double","Virginia.Andrews-Goff@aad.gov.au","hbw_eden","88738","PTT",2008,10,27,"2350","UTC","Eden",-36.95699,149.9612,"M","genetic","Adult",NA,NA,NA,NA,NA,"meta","E1","WestPacific"
"88741","AMMC","Virginia Andrews-Goff, Mike Double","Virginia.Andrews-Goff@aad.gov.au","hbw_eden","88741","PTT",2008,11,1,"2225","UTC","Eden",-37.0712,149.9543,"F","genetic","Adult",NA,NA,NA,NA,NA,"meta","E1","WestPacific"
"88743","AMMC","Virginia Andrews-Goff, Mike Double","Virginia.Andrews-Goff@aad.gov.au","hbw_eden","88743","PTT",2008,10,24,"302","UTC","Eden",-37.10306,150.0577,"M","genetic","Adult",NA,NA,NA,NA,NA,"meta","E1","WestPacific"
"88744","AMMC","Virginia Andrews-Goff, Mike Double","Virginia.Andrews-Goff@aad.gov.au","hbw_eden","88744","PTT",2008,10,25,"146","UTC","Eden",-37.04541,150.0972,"M","genetic","Adult",NA,NA,NA,NA,NA,"meta","E1","WestPacific"
"88745","AMMC","Virginia Andrews-Goff, Mike Double","Virginia.Andrews-Goff@aad.gov.au","hbw_eden","88745","PTT",2008,10,25,"2327","UTC","Eden",-37.00558,150.1017,"M","genetic","Adult",NA,NA,NA,NA,NA,"meta","E1","WestPacific"
"88746","AMMC","Virginia Andrews-Goff, Mike Double","Virginia.Andrews-Goff@aad.gov.au","hbw_eden","88746","PTT",2008,10,24,"107","UTC","Eden",-37.15643,150.0939,"M","genetic","Subadult",NA,NA,NA,NA,NA,"meta","E1","WestPacific"
"96382","AMMC","Virginia Andrews-Goff, Mike Double","Virginia.Andrews-Goff@aad.gov.au","PTT_96382","96382","PTT",2009,1,2,"939","AWST","Pender Bay",-16.68333,122.65,"F","with calf","Adult",NA,NA,NA,NA,NA,"meta","D","EastIndian"
"96385","AMMC","Virginia Andrews-Goff, Mike Double","Virginia.Andrews-Goff@aad.gov.au","antarctica","96385","PTT",2010,2,22,"619","UTC","Antarctica",-66.58406,163.3529,"F","genetic","Adult",NA,NA,NA,NA,NA,"meta","Unknown","WestPacific"
"96386","AMMC","Virginia Andrews-Goff, Mike Double","Virginia.Andrews-Goff@aad.gov.au","antarctica","96386","PTT",2010,3,1,"16","UTC","Antarctica",-67.97791,166.7589,"F","genetic","Adult",NA,NA,NA,NA,NA,"meta","Unknown","WestPacific"
"96390","AMMC","Virginia Andrews-Goff, Mike Double","Virginia.Andrews-Goff@aad.gov.au","antarctica","96390","PTT",2010,3,8,"249","UTC","Antarctica",-66.81705,163.5012,"F","genetic","Adult",NA,NA,NA,NA,NA,"meta","Unknown","WestPacific"
"96398","AMMC","Virginia Andrews-Goff, Mike Double","Virginia.Andrews-Goff@aad.gov.au","antarctica","96398","PTT",2010,3,8,"254","UTC","Antarctica",-66.80949,163.6983,"M","genetic","Adult",NA,NA,NA,NA,NA,"meta","Unknown","WestPacific"
"96403","AMMC","Virginia Andrews-Goff, Mike Double","Virginia.Andrews-Goff@aad.gov.au","antarctica","96403","PTT",2010,2,25,"2247","UTC","Antarctica",-66.62579,163.0394,"F","genetic","Adult",NA,NA,NA,NA,NA,"meta","Unknown","WestPacific"
"96412","AMMC","Virginia Andrews-Goff, Mike Double","Virginia.Andrews-Goff@aad.gov.au","antarctica","96412","PTT",2010,3,8,"312","UTC","Antarctica",-66.8062,163.701,"F","genetic","Adult",NA,NA,NA,NA,NA,"meta","Unknown","WestPacific"
"98100.1","AMMC",NA,NA,NA,"98100.1","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"track","E1","WestPacific"
"98114.2","AMMC",NA,NA,NA,"98114.2","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"track","E1","WestPacific"
"98129","AMMC","Virginia Andrews-Goff, Mike Double","Virginia.Andrews-Goff@aad.gov.au","hbw_sunshine_coast","98129","PTT",2010,10,15,"2316","UTC","Sunshine Coast",-26.39314,153.1557,"F","with calf","Adult",NA,NA,NA,NA,NA,"meta","E1","WestPacific"
"98138","AMMC","Virginia Andrews-Goff, Mike Double","Virginia.Andrews-Goff@aad.gov.au","antarctica","98138","PTT",2010,2,22,"131","UTC","Antarctica",-66.89719,162.8596,"M","genetic","Adult",NA,NA,NA,NA,NA,"meta","Unknown","WestPacific"
"98139","AMMC","Virginia Andrews-Goff, Mike Double","Virginia.Andrews-Goff@aad.gov.au","hbw_sunshine_coast","98139","PTT",2010,10,13,"540","UTC","Sunshine Coast",-26.60403,153.1356,"M","genetic","Adult",NA,NA,NA,NA,NA,"meta","E1","WestPacific"
"Braz-2003-20162","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2003-20162","PTT",2003,10,19,"14:33:00","UTC",NA,-18.48,-39.37,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A",NA
"Braz-2003-20687","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2003-20687","PTT",2003,10,27,"17:02:00","UTC",NA,-18.46,-39.32,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2003-21791","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2003-21791","PTT",2003,10,28,"17:12:00","UTC",NA,-18.6,-39.48,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2003-21792","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2003-21792","PTT",2003,10,27,"16:32:00","UTC",NA,-18.46,-39.33,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2003-21800","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2003-21800","PTT",2003,10,28,"14:00:00","UTC",NA,-18.72,-39.24,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2003-21809","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2003-21809","PTT",2003,10,27,"14:33:00","UTC",NA,-18.42,-39.21,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2003-21810","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2003-21810","PTT",2003,10,18,"12:13:00","UTC",NA,-18.68,-39.48,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2003-24640","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2003-24640","PTT",2003,10,19,"12:23:00","UTC",NA,-18.55,-39.44,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2003-24642","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2003-24642","PTT",2003,10,27,"12:38:00","UTC",NA,-18.52,-39.19,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2003-27259","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2003-27259","PTT",2003,10,19,"13:38:00","UTC",NA,-18.52,-39.36,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2003-27261","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2003-27261","PTT",2003,10,19,"14:19:00","UTC",NA,-18.55,-39.24,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A",NA
"Braz-2005-10946","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2005-10946","PTT",2005,10,19,"11:19:00","UTC",NA,-18,-39.15,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2005-24641","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2005-24641","PTT",2005,10,19,"13:40:00","UTC",NA,-18.1,-39.01667,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2005-26712","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2005-26712","PTT",2005,10,11,"15:04:00","UTC",NA,-18.1,-39.0167,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2005-27258","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2005-27258","PTT",2005,10,19,"12:03:00","UTC",NA,-18.033,-39.15,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2005-27259","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2005-27259","PTT",2005,10,16,"13:57:00","UTC",NA,-18.0566,-39.1,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2005-27261","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2005-27261","PTT",2005,10,12,"13:03:00","UTC",NA,-17.9333,-39.1333,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2005-33000","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2005-33000","PTT",2005,10,19,"14:30:00","UTC",NA,-18.07333,-39.07667,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2005-33001","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2005-33001","PTT",2005,10,19,"15:15:00","UTC",NA,-18.0917,-39.07617,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2005-37229","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2005-37229","PTT",2005,10,16,"12:06:00","UTC",NA,-18.07633,-39.10583,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A",NA
"Braz-2005-37231","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2005-37231","PTT",2005,10,16,"12:18:00","UTC",NA,-18.07667,-39.10433,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2005-37234","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2005-37234","PTT",2005,10,16,"12:18:00","UTC",NA,-18.07667,-39.10433,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2005-7617","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2005-7617","PTT",2005,10,11,"12:41:00","UTC",NA,-18.016,-39.05,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2005-7618","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2005-7618","PTT",2005,10,11,"14:25:00","UTC",NA,-18.01,-39.03,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2006-27259","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2006-27259","PTT",2006,10,13,"12:00:00","UTC",NA,-17.99633,-39.12883,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A",NA
"Braz-2006-33000","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2006-33000","PTT",2006,10,12,"12:08:00","UTC",NA,-18.005,-39.18217,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A",NA
"Braz-2006-33001","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2006-33001","PTT",2006,10,25,"17:56:00","UTC",NA,-17.99283,-39.08667,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2006-37229","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2006-37229","PTT",2006,10,12,"11:15:00","UTC",NA,-17.98817,-39.1555,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2006-37230","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2006-37230","PTT",2006,10,26,"11:50:00","UTC",NA,-18.18533,-39.1685,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A",NA
"Braz-2006-37234","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2006-37234","PTT",2006,10,28,"10:50:00","UTC",NA,-18.022,-39.13113,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A",NA
"Braz-2006-37236","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2006-37236","PTT",2006,10,26,"11:50:00","UTC",NA,-18.1865,-39.206,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A",NA
"Braz-2006-37282","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2006-37282","PTT",2006,10,18,"13:59:00","UTC",NA,-18.03483,-39.15417,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2006-37288","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2006-37288","PTT",2006,10,20,"13:35:00","UTC",NA,-18.0165,-39.15933,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A",NA
"Braz-2006-42521","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2006-42521","PTT",2006,10,26,"14:50:00","UTC",NA,-18.2675,-39.09617,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A",NA
"Braz-2006-50682","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2006-50682","PTT",2006,10,25,"16:41:00","UTC",NA,-18.00417,-39.1545,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2007-27261","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2007-27261","PTT",2007,9,12,"14:24:00","UTC",NA,-17.981,-39.169,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2007-37231","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2007-37231","PTT",2007,9,12,"12:37:00","UTC",NA,-17.981,-39.093,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A",NA
"Braz-2007-37286","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2007-37286","PTT",2007,9,14,"14:21:00","UTC",NA,-17.998,-39.14,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2007-37288","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2007-37288","PTT",2007,9,14,"14:56:00","UTC",NA,-18.004,-39.147,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2007-42521","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2007-42521","PTT",2007,9,8,"15:47:00","UTC",NA,-18.01,-39.098,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2007-42525","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2007-42525","PTT",2007,9,16,"12:29:00","UTC",NA,-18.113,-39.157,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2007-50682","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2007-50682","PTT",2007,9,15,"11:57:00","UTC",NA,-18.038,-39.176,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A",NA
"Braz-2007-50686","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2007-50686","PTT",2007,9,15,"14:09:00","UTC",NA,-18.117,-39.139,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2007-50687","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2007-50687","PTT",2007,9,16,"13:32:00","UTC",NA,-18.157,-39.105,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2007-60004","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2007-60004","PTT",2007,9,16,"11:12:00","UTC",NA,-18.073,-39.224,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2007-60007","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2007-60007","PTT",2007,9,8,"15:38:00","UTC",NA,-18.011,-39.096,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A",NA
"Braz-2008-87759","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2008-87759","PTT",2008,8,27,"12:27:00","UTC",NA,-18.5,-38.52,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2008-87760","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2008-87760","PTT",2008,8,28,"17:58:00","UTC",NA,-15.36,-38.76,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2008-87761","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2008-87761","PTT",2008,8,28,"19:10:00","UTC",NA,-15.32,-38.77,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2008-87762","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2008-87762","PTT",2008,8,29,"15:45:00","UTC",NA,-12.75,-38.01,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2008-87763","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2008-87763","PTT",2008,8,30,"15:10:00","UTC",NA,-9.77,-35.65,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2008-87764","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2008-87764","PTT",2008,9,6,"17:49:00","UTC",NA,-10.09,-35.87,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2008-87765","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2008-87765","PTT",2008,9,7,"16:25:00","UTC",NA,-10.74,-36.51,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2008-87766","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2008-87766","PTT",2008,9,8,"16:41:00","UTC",NA,-10.73,-36.53,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2008-87767","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2008-87767","PTT",2008,9,7,"17:14:00","UTC",NA,-10.71,-36.51,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A",NA
"Braz-2008-87768","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2008-87768","PTT",2008,9,12,"17:14:00","UTC",NA,-14.381,-38.918,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2008-87769","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2008-87769","PTT",2008,9,12,"12:23:00","UTC",NA,-14.366,-38.912,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2008-87770","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2008-87770","PTT",2008,9,12,"12:50:00","UTC",NA,-14.368,-38.92,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A",NA
"Braz-2008-87773","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2008-87773","PTT",2008,9,12,"17:36:00","UTC",NA,-14.639,-39.01,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2008-87774","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2008-87774","PTT",2008,9,17,"14:44:00","UTC",NA,-18.894,-38.166,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2008-87775","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2008-87775","PTT",2008,9,16,"17:44:00","UTC",NA,-18.35,-38.67,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2008-87776","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2008-87776","PTT",2008,9,16,"18:56:00","UTC",NA,-18.35,-38.64,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2008-87777","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2008-87777","PTT",2008,9,16,"16:42:00","UTC",NA,-18.37,-38.63,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A",NA
"Braz-2008-87778","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2008-87778","PTT",2008,9,17,"11:22:00","UTC",NA,-18.91,-38.145,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2009-81122","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2009-81122","PTT",2009,9,27,"15:11:00","UTC",NA,-13.887,-38.765,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A",NA
"Braz-2009-81123","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2009-81123","PTT",2009,9,24,"17:19:00","UTC",NA,-13.942,-38.84,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2009-81124","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2009-81124","PTT",2009,9,25,"16:10:00","UTC",NA,-13.897,-39.773,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A",NA
"Braz-2009-81125","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2009-81125","PTT",2009,9,24,"18:23:00","UTC",NA,-14.004,-38.84,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2009-81126","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2009-81126","PTT",2009,9,25,"16:10:00","UTC",NA,-13.886,-38.765,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2009-87771","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2009-87771","PTT",2009,9,14,"14:00:00","UTC",NA,-13.901,-38.887,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2009-87773","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2009-87773","PTT",2009,9,15,"15:00:00","UTC",NA,-13.772,-38.796,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2009-87774","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2009-87774","PTT",2009,9,15,"21:28:00","UTC",NA,-14.125,-38.843,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2009-87783","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2009-87783","PTT",2009,9,18,"16:33:00","UTC",NA,-13.826,-38.78,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2009-88719","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2009-88719","PTT",2009,9,17,"16:39:00","UTC",NA,-13.952,-38.79,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2009-88720","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2009-88720","PTT",2009,9,24,"16:03:00","UTC",NA,-13.85,-38.78,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A",NA
"Braz-2009-88727","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2009-88727","PTT",2009,9,19,"14:30:00","UTC",NA,-13.834,-38.718,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2010-102211","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2010-102211","PTT",2010,10,6,"17:17:00","UTC",NA,-14.08910239,-38.81541769,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2010-84496","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2010-84496","PTT",2010,10,6,"11:17:00","UTC",NA,-13.90601055,-38.87108489,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A",NA
"Braz-2010-84497","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2010-84497","PTT",2010,10,1,"14:53:00","UTC",NA,-13.7515833,-38.78603743,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
"Braz-2010-87624","Zerbini","Alex Zerbini","alex.zerbini@noaa.gov","Brazil_03_18_Ryan_20191121.csv","Braz-2010-87624","PTT",2010,10,6,"17:45:00","UTC",NA,-13.99609431,-38.85457939,NA,NA,NA,NA,NA,NA,NA,NA,"meta","A","Atlantic"
